uri,artis_judulLagu,Label
25qm0qQzdRkWe96BKuaiHt,Fiersa Besari - Waktu Yang Salah (feat. Thantri),jangan tanyakan perasaanku jika kau pun tak bisa beralih dari masa lalu yang menghantuimu karena sungguh ini tidak adil bukan maksudku menyakitimu namun tak mudah 'tuk melupakan cerita panjang yang pernah aku lalui tolong yakinkan saja raguku pergi saja engkau pergi dariku biar kubunuh perasaan untukmu meski berat melangkah hatiku hanya tak siap terluka beri kisah kita sedikit waktu semesta mengirim dirimu untukku ... fiersabesari bandungindi indonesianfolkpop indonesianindi indonesianpop indonesianpoppunk
7igRDYFdNeWRo7SbVnhxjj,Sisir Tanah - Lagu Romantis,"kasih, melangkah denganku lalui luka, hadapi gelap kasih, pegang erat tanganku nikmati kitab, tanpa air mata menarilah... tergelincir... ... sisirtanah indonesianfolk indonesianfolkpop indonesianindi"
5VBc6Sp6kjpxMcMazWHZs4,Fiersa Besari - Konspirasi Alam Semesta,diam dan rasakan debaran jantungku saat kau ulurkan tangan untuk menolongku kepakkan sayapmu bawa aku terbang luka yang tersisa luruh dalam dekapmu ... fiersabesari bandungindi indonesianfolkpop indonesianindi indonesianpop indonesianpoppunk
3GyD6J564PrcpuUMecGJlC,The Rain - Hingga Detik Ini,aku berdiri di sini di tempat di mana dulu pertama kita bertemu pertama 'ku menatapmu ingatkah kau saat itu? kau tersenyum kepadaku berbek senyuman itu kujalani hidup hingga saat ini ... therain indonesianpoprock indonesianrock
5LjtZJr2XsaeEdieJ5rrcS,Fiersa Besari - Garis Terdepan,"bilur makin terhampar dalam rangkuman asa kalimat hilang makna logika tak berdaya di tepian nestapa hasrat terbungkam sunyi entah aku pengecut atau kau tidak peka ku mendambakanmu, mendambakanku ... fiersabesari bandungindi indonesianfolkpop indonesianindi indonesianpop indonesianpoppunk"
3PP3wvqF7TqSBuM1JYVWCC,Fiersa Besari - Celengan Rindu,aku kesal dengan jarak yang sere memisahkan kita hingga aku hanya bisa berbincang dengamu di-whatsapp aku kesal dengan waktu yang tak pernah berhenti bergerak barang sejenak agar aku bisa menikmati tawamu inginku berdiri di sebelahmu menggenggam erat jari-jarimu mendengarkan lagu sheila on seven seperti waktu itu saat kau di sisiku dan tunggulah aku di sana memecahkan celengan rinduku ... fiersabesari bandungindi indonesianfolkpop indonesianindi indonesianpop indonesianpoppunk
2jAUKxvRvPoQ5y3pQduNQX,Fiersa Besari - Juara Kedua,"berapa banyak lagi cemburu? berapa banyak bual? terhanyut menepi realita kau bukanlah milikku aku pilihan, kaulah jawaban jelaskan arti adil tolong menetap utuh karena aku letih berbagi mampukah kekasihmu setangguh aku? menunggu tapi tak ditunggu bertahan tapi tak ditahan sampai kapan kau mau begini menjalani kisah rahasia? tak sadarkah di balik senyuman ... fiersabesari bandungindi indonesianfolkpop indonesianindi indonesianpop indonesianpoppunk"
3yEmHh3T377wlTwKIAI2Cg,Adhitia Sofyan - 8 Tahun,"ketika angin bicara tunjukkan arah titik bertemu maukah kau simpan waktu? lupakan dunia, temui aku di sana mm-mm, mm-mm temui aku mulutku diam, terkunci ... adhitiasofyan indonesianfolk indonesianfolkpop indonesianindi indonesiansinger-songwrit"
3w2yEEB0g2AiKF8juCtx69,The Rain - Gagal Bersembunyi,hei! apa kabarmu jauh di sana? tiba-tiba teringat cerita yang pernah kita upayakan ku pikir aku berhasil melupakanmu berani-beraninya kenangan itu datang tersenyum meskipun jalan kita tak bertemu tapi tetap indah bagiku s'moga juga bagimu kau tahu aku merelakanmu ... therain indonesianpoprock indonesianrock
4T51zxzV0v4BPbjeEfWkDt,Adhitia Sofyan - Pesan Di Balik Awan,ku tuliskan cerita pada bentang hitam langit malam terbisikkan dalam diam sampaikah padanya? kusampaikan berita tentang tanya lama yang tersimpan kukirimkan jelang pejam sampaikah disana? ... adhitiasofyan indonesianfolk indonesianfolkpop indonesianindi indonesiansinger-songwrit
5vPfmTRmaRLDyJR1lHAWeE,Fiersa Besari - Nona Senja,rembulan tak bersinar di ujung jelaga pandangan semakin nanar setengah terjaga rindu terhalang sekat harap yang terpatah kau tak hendak terikat ringkih kuterpapah hanya kau yang tahu caranya membuat diriku terluka dan hanya kau yang tahu caranya menyembuhkan hatiku ... fiersabesari bandungindi indonesianfolkpop indonesianindi indonesianpop indonesianpoppunk
3o4nMGqSQrvOPpR39O7wwC,Adhitia Sofyan - Blue Sky Collapse,as i walk to the end of the line i wonder if i should look back to all of the thing that were said and done i think we should talk it over then i notic the sign on your back it boldli say tri to look away i go on pretend i'll be okay thi morn it hit me hard that still everyday i think about you i know for a fact that' not your problem but if you chang your mind you'll find me hang on to the place where the big blue sky collaps ... adhitiasofyan indonesianfolk indonesianfolkpop indonesianindi indonesiansinger-songwrit
6GuzpsXffl4qXzruQwKzQx,Barasuara - Mengunci Ingatan,sembuhkan lukamu yang membiru serpihan hatimu yang berdebu pagimu yang terluka malammu yang menyiksa hal yang ingin kau lupa justru semakin nyata sembuhkan lukamu yang membiru serpihan hatimu serpihan hatimu pagimu yang terluka malammu yang menyiksa hal yang ingin kau lupa justru semakin nyata ... barasuara indonesianindi indonesianindierock
1kPvq9ERw5l5vHrthv9IWT,Silampukau - Aku Duduk Menanti,seperti takdir yang panjang dan pedih dalam hidup yang muram dan letih 'ku masih di sini kududuk menanti ... silampukau indonesianfolk indonesianindi surabayaindi
2DH8Tb7WcYGBF4swSmEOni,"Nosstress - Ya, Kamu",telah ku coba dan sungguh rumit kepala ini tak mudah sederhana entah berapa yang telah aku tuli namun rasa tiada yang berarti ternyata betapa susahnya menyusun lagu cinta untukmu ku pikir akan bakal mudahnya seperti kata lagu temanku ... nosstress indonesianfolk indonesianfolkpop indonesianindi
0dWzGxp4VTINPb7NoFnpBS,Nosstress - Tanam Saja,"aku merasakan ini kamu tau aku sakit hati melihat semua mati di hadapanku dan yang tersisa cuma debu ini seriu tentang bumi ini alam ini dan kebun di depan rumahku tentang pohon pisang tentang rumput liar tentang capung, tentang burung ... nosstress indonesianfolk indonesianfolkpop indonesianindi"
1mW5nRUb27mbJ5iRIjicrp,Silampukau - Bianglala,"taman remaja surabaya sajikan canda tepi gulana oh, senangnya! aih, ya tuan di sanalah hiburan murah di surabaya irama dangdut hingar berdenyut menghibur hati ... silampukau indonesianfolk indonesianindi surabayaindi"
2i0ar9UgVqmzTx08OG7ToR,Polka Wars - Mapan,"bersama, tak senada terikat, tak senyawa serikat sirna asa oh hampa ah-ah-ah-ah bertanya ada apa tertawa tak bahagia bertanya apa ada oh hampa ah-ah-ah-ah ber-asa mapan demi sandang, pangan, papan bahagia korban demi gaya hidup aman berdansa, tanpa rima ... polkawar indonesianindi"
6GtyaDJoqL5X0MN0bmojuT,Figura Renata - Gersang,"yang lemah semakin di bawah yang kuat jadi serakah tinda meninda hingga tandu berasap kecil berakhir hangu kau bawa sedikit keberanian terpaksa namun tetap bukan pilihan hijau kau buat hitam hitam kau buat hijau imitasi, tak bergizi hijau kau buat hitam hitam kau buat kelam tak bertepi, hingga nanti ... figurarenata indonesianfolk indonesianfolkpop indonesianindi semarangindi"
5tCuz8G2joSFqU7wwuSMZL,Matter Halo - Teralih - Aero's Tape,kita teralih terlalu tinggi terbuai 'kan mentari tak mau kembali kita melayang terlalu lama ... matterhalo indonesianfolk indonesianindi
0mjR0pWFaTw4YdpiL5C4dE,Polka Wars - Mandiri,tayang ulang usai terbayang asa pun sirna telah kunantikan kerap gentayang surut terpasang cahaya senja telah 'ku berkawan (apa daya) tak ada kata tak ada apa setapak mandiri tak ada hirau untuk sang hati ... polkawar indonesianindi
4FAXjZsRKftPYYguOo2YOI,Pygmy Marmoset - Cerita Senja,melihatmu dari tepi kota mega mekar menawan manja terbuai semilir senja kulihat dia merona gemulai dia menari memayungi letihnya hati bertutur ia tentang setiap peluh dan asa memberi tanda saatnya rebahkan raga bawa aku ke sana ... pygmymarmoset indonesianindi
5rvG9HP6uIoYwlC5kOvCtL,Fletch - Tiga Pagi,dalam diam ada luka yang tertawa riang dan hene yang menangi terlalu dalam dalam diam ada luka ... fletch indonesianfolk indonesianindi
792iC8Z68k3mXflvrhOohS,Polka Wars - Mokel�,as the white dream go static by the wind while it wipe all the tree and cloud all the vision of a muddl memori fade beneath all the blurri still as the white dream go static by the wind while it wipe all the build and ground as the pearli gate close unforseen swallow up by the hand of time and all of the sign lead it in it' turn the tide into fiend and all of the sign lead it in it' turn and turn the tide into fiend ... polkawar indonesianindi
0cuit2cmMoOqmDuUq05Rio,Pohon Tua - Matahari Terbit,tidurlah tidur dekap saja aku aku di sampingmu gusah kau risau malam 'kan pergi esok burung-burung 'kan bernyanyi pagi langit gempita cemburu melihat bintang benderang kuberbisik rendah menyulam saja banjiri mimpimu warna-warna surga ... pohontua indonesianfolk indonesianindi
7zDGRvUdsgVWBfsYp6YffE,MarcoMarche - Puisi Pagi,hujan turun lagi semesta bersuka dan menari bintang jatuh lagi kabulkan puisinya sendiri bila tiada waktu 'tuk kembali rintik hujan pagi mengisi relung-relung di jiwa ... marcomarch indonesianfolk indonesianindi
6claTdKnG2FOnikFadYeno,Ardhito Pramono - fake optics,"if i could pictur all my friend in thi lone world it will be hundr thousand pictur on my head but then i realiz that my life' been so much mess it' onli just you and me, friend my life ha been fool on someon who alway been there cook ... ardhitopramono indonesianindi indonesianjazz indonesianpop jazzpop"
1i9iliTpiPLizleapSg37I,MALIQ & D'Essentials - Untitled,"ketika kurasakan sudah ada ruang di hatiku yang kau sentuh, oh dan ketika kusadari sudah tak selalu indah cinta yang ada, ooh-ooh mungkin memang 'ku yang haru mengerti bila 'ku bukan yang ingin kau miliki salahkah 'ku bila kaulah yang ada di hatiku adakah 'ku singgah di hatimu ... maliq&d'essenti indonesianjazz indonesianpop indonesianregga"
5Ojd4SytPvwpTtajKhy0fb,Ardhito Pramono - Bila,"bersandar di sana kini kau t'lah tiada pesan t'lah tersampaikan kelak jadi kenyataan bila saja dikau bisa berbicara, oh izinkan daku pergi menuju surga kenangan kita di masa nostalgia ... ardhitopramono indonesianindi indonesianjazz indonesianpop jazzpop"
74OLXYsvpfmSgPCMMi898K,Ardhito Pramono - bitterlove,"there is bitter in everyday but then i feel it that you would be the onli one well sometimes, it doesn't have to be so sure the sweetest love can be so hard to find we'll be better, in everi way but, then i would go to be in other space sometimes, the bitter of love can be so good it' like a coffe with a rainbow' mood sometim you feel off, but sometim you'r feel right ... ardhitopramono indonesianindi indonesianjazz indonesianpop jazzpop"
4ncV8mLgWwyFAsR5gdHqKI,Pusakata - Cemas,"gadi kecil berlari tertatih ditelan gelap malam mencari sebentuk asa yang telah menua bersama langkah kakinya yang tak pernah berhenti tak tahu ke mana akan dibawa, dilabuh di tangannya segenggam harap yang murni tanpa rekayasa, berwarna-warni dan kadang cukup mewangi dibagikan pada segenap makhluk yang ditemui di kanan-kiri jalan yang sepi ... pusakata indonesianindi indonesiansinger-songwrit"
6bZRedyNgxD6LXj4TJThZ2,Kapal Udara - Merantau,"lalalala lalalalala, hei! suatu hari sebelum menua kau pergi, pergi dalam hati kau menghibur diri bernyanyi ... kapaludara indonesianfolk"
01beCqR9wsVnwzkAJZyTqq,Pamungkas - I Love You but I'm Letting Go,"hmm, no sunday night after a raini day i delet all your pictur i walk away from you night are the hardest but i'll be okay if we are meant to be hey, we'll find our way but now, let it be 'caus you know what they say if you love somebodi gotta set them free ... pamungka indonesianpop indonesiansinger-songwrit"
2KHllq5yeqjTyXnQPPUPMG,Sal Priadi - Amin Paling Serius,"aku tahu, kamu lahir dari cantik utuh cahaya rembulan sedang aku dari badai marah riuh yang berisik juga banyak hal-hal yang sedih tapi menurut aku, kamu cemerlang mampu melahirkan bintang-bintang menurutku, ini juga kar'na hebatnya badaimu juga kar'na lembutnya tuturmu 'tuk petualangan ini mari kita ketuk pintu yang sama membawa amin pale seriu seluruh dunia ... salpriadi indonesianpop malangindi"
2TRGNVokPnC2a2oHg5iv1H,Nadin Amizah - Rumpang,"pagi tadi, aku masih menangi ada rasa yang tak kunjung mati ada seseorang di atasku menahan semua rasa malu sempat ku berpikir masih bermimpi 24/7 tanpa henti matahari dan bulan saksinya ada rasa yang tak mau hilang aku takut sepi tapi yang lain tak berarti katanya, mimpiku 'kan terwujud mereka lupa tentang mimpi buruk ... nadinamizah indonesianpop"
3ymuBMTviroWLuf1jMsMVf,Nadin Amizah - Sorai,"hu-uh-uh hu-uh-uh hu-uh-uh ho-ho-uh langit dan laut sale membantu mencipta awan, hujan pun turun ketika dunia sale membantu lihat, cinta mana yang tak jadi satu? kau memang manusia sedikit kata bolehkah aku yang berbicara? kau memang manusia tak kasat rasa ... nadinamizah indonesianpop"
7iTF9T1jum3Km6H6WMZpDC,Pamungkas - One Only,"oh, there you are sittin' still all stripe and lone hidin', wishin', waitin' while i'm, here i am standin' still stare at you onli everythin' get blurri all i want is just to stay you can't shake me i would never dare let go through the talkin' and the walkin' i will give you all my lovin' start countin' all the day forev i will stay with you with you one onli you go far and roam about comeback and callin' out to me to me one onli me oh, i'm in love what did i do to deserv you ... pamungka indonesianpop indonesiansinger-songwrit"
6CKVWEOGa8LJYcf4SdP28m,Kiarakelana - Di Persimpangan,"huu-uu huu-huu kita berujung di persimpangan mengutarakan sesal di selatan mengul lembaran, rindu yang tertahankan menoreh luka kecil perlahan diam bukan berarti mengerti berfikir mawar tak seharum melati semerbak menusuk dengan perlahan mengudara membawa kita ... kiarakelana indonesianfolk"
3pCt2wRdBDa2kCisIdHWgF,Pamungkas - To the Bone,"have i ever told you i want you to the bone? have i ever call you when you are all alone? and if i ever forget to tell you how i feel listen to me now, babe i want you to the bone i want you to the bone oh-oh-ooh-ooh i want you to the bone oh-oh-oh-oh mayb if you can see what i feel through my bone everi corner in me there' your presenc that grown mayb i nurtur it more by say how i feel but i did mean it befor i want you to the bone i want you to- take me home, i'm fallin' love me long, i'm rollin' lose control, bodi and soul ... pamungka indonesianpop indonesiansinger-songwrit"
3CBxVM0zGj41BQtE6m7gwb,Hindia - Membasuh,selama ini kunanti yang kuberikan datang berbalik tak kunjung pulang apa pun yang terbilang di daftar pamrihku seorang telah kusadar hidup bukanlah perih mengambil yang kau tebar sedikit air yang kupunya milikmu juga bersama bisakah kita tetap memberi walau tak suci? bisakah teru mengobati walau membiru? cukup besar 'tuk mengampuni 'tuk mengasihi tanpa memperhitungkan masa yang lalu walau kere bisakah kita tetap membasuh? kita bergerak dan bersuara berjalan jauh tumbuh bersama ... hindia indonesianpop
3hg1tMeMdz9SUeAwf9dscu,The Panturas - Sunshine,"i know that you'r not readi to see it goe down but don't worri 'caus it won't forev go i know that you still want to see then tomorrow, i'll bring you here with me 'caus i know we'r run out of time to see it go down today you know, that i'm still hold on your arm it' get dark there' no light from above, you know you know, that you will alway be my sunshin 'caus tonight, we'll be fine i know, that you'r not readi to see it goe down but don't worri 'caus it won't forev go i know, that you still want to see ... thepantura indonesianindi"
