judul_lagu;nama_artis;playlist_name;url;genre_lagu;lyrics
Kemesraan;Iwan Fals;Iwan Fals, Dewa 19, & Slank;134wQxxKYEk27nTgSoGzGz;['classic indonesian rock'];Suatu hari Di kala kita duduk di tepi pantai Dan memandang Ombak di lautan yang kian menepi  Burung camar Terbang, bermain di derunya air Suara alam ini Hangatkan jiwa kita  Sementara Sinar surya perlahan mulai tenggelam Suara gitarmu Mengalunkan melodi tentang cinta  Ada hati Membara erat bersatu Getar s'luruh jiwa Tercurah saat itu  Kemesraan ini ...
Sebelum Kau Bosan;Iwan Fals;Iwan Fals, Dewa 19, & Slank;02mKdQT8MZOwx9lpSNgIcd;['classic indonesian rock'];Sebelum kau bosan, sebelum aku menjemukan Tolonglah ucapkan dan tolong engkau ceritakan Semua yang indah, semua yang cantik Berjanjilah  Ciptakanlah lagu yang kau anggap merdu, Dik Nyanyikan untukku, sungguh aku perlu itu Bila kau tak suka, bilang saja suka ...
Maaf Cintaku;Iwan Fals;Iwan Fals, Dewa 19, & Slank;1jor07yMreTMLcYOWOkBVQ;['classic indonesian rock'];Ingin kuludahi mukamu yang cantik Agar kau mengerti bahwa kau memang cantik Ingin kucongkel keluar indah matamu Agar engkau tahu memang indah matamu  Harus kuakui bahwa aku pengecut Untuk menciummu juga merabamu Namun aku tak takut untuk ucapkan Segudang kata cinta padamu  ...
Entah;Iwan Fals;Iwan Fals, Dewa 19, & Slank;5O3DWAb42I3RfyIeMU2hy1;['classic indonesian rock'];"Entah mengapa aku tak berdaya Waktu kau bisikkan ""Jangan aku kau tinggalkan!"" Tak tahu di mana ada getar terasa Waktu kau katakan ""Ku butuh dekat denganmu!""  Seperti biasa aku diam tak bicara Hanya mampu pandangi Bibir tipismu yang menarik Seperti biasa aku tak sanggup berjanji Hanya mampu katakan ""Aku cinta kau saat ini!""  Entah esok hari ..."
Siang Seberang Istana;Iwan Fals;Iwan Fals, Dewa 19, & Slank;1EQU27FnRgknRFYt1ag8W5;['classic indonesian rock'];S'orang anak kecil bertubuh dekil Tertidur berbantal sebelah lengan Berselimut debu jalanan  Rindang pohon jalan menunggu rela Kawan setia sehabis bekerja Siang di seb'rang sebuah istana Siang di seb'rang istana sang raja  Kotak semir mungil dan sama dekil Benteng rapuh dari lapar memanggil Gardu dan mata para penjaga Saksi nyata Yang sudah terbiasa  Tamu negara tampak terpesona Mengelus dada, gelengkan kepala Saksikan perbedaan yang ada  ...
Galang Rambu Anarkhi;Iwan Fals;Iwan Fals, Dewa 19, & Slank;4tSrd9Mzhqnkvw02xnjweX;['classic indonesian rock'];Galang Rambu Anarki, anakku Lahir awal Januari menjelang pemilu Galang Rambu Anarki, dengarlah Trompet tahun baru menyambutmu  Galang Rambu Anarki, ingatlah Tangisan pertamamu Ditandai BBM membumbung tinggi  Maafkan kedua orang tuamu kalau (Tak mampu beli susu) BBM naik tinggi (susu tak terbeli) Orang pintar tarik subsidi Mungkin bayi kurang gizi  ...
Surat Buat Wakil Rakyat;Iwan Fals;Iwan Fals, Dewa 19, & Slank;1ows33UT1v8QSjqdYPY9bQ;['classic indonesian rock'];"Untukmu yang duduk sambil diskusi Untukmu yang biasa bersafari Di sana, di gedung DPR  Wakil rakyat kumpulan orang hebat Bukan kumpulan teman-teman dekat Apalagi sanak famili  Di hati dan lidahmu kami berharap Suara kami tolong dengar lalu sampaikan Jangan ragu, jangan takut karang menghadang Bicaralah yang lantang, jangan hanya diam  Di kantong safarimu kami titipkan Masa depan kami dan neg'ri ini Dari Sabang sampai Merauke  Saudara dipilih, bukan dilotre Meski kami tak kenal siapa saudara Kami tak sudi memilih para juara Juara diam, juara ""he'eh"", juara ""hahaha""  ..."
Tikus - Tikus Kantor;Iwan Fals;Iwan Fals, Dewa 19, & Slank;2dnwlc6oWedEoTOMopgdyg;['classic indonesian rock'];Kisah usang tikus-tikus kantor Yang suka berenang di sungai yang kotor Kisah usang tikus-tikus berdasi Yang suka ingkar janji lalu sembunyi  Di balik meja teman sekerja Di dalam lemari dari baja  Kucing datang cepat ganti muka Segera menjelma bagai tak tercela Masa bodoh hilang harga diri ...
Sugali;Iwan Fals;Iwan Fals, Dewa 19, & Slank;7j28cAjhUyxCN889Q3sLds;['classic indonesian rock'];Sua-sua-sua-suara berita Tertulis dalam koran Tentang seorang lelaki Yang sering keluar-masuk bui Jadi buronan polisi  Dar-der-dor suara senapan Sugali anggap petasan Tiada rasa ketakutan Punya ilmu kebal senapan Semakin lupa daratan  Lihat Sugali menari Di lokasi WTS kelas teri Asyik lembur sampai pagi Usai garong hambur uang Peduli setan  Di-di-du di-du-da-di-du Di-di-du di-du-du Di-di-du di-du-da-di-du ...
Barang Antik;Iwan Fals;Iwan Fals, Dewa 19, & Slank;66TdWwVfXCnJrwsM2zn4Wo;['classic indonesian rock'];Berjalan tersendat Di antara sedan-sedan licin mengkilat Dengan warna pucat Dan badan penuh cacat, sedikit berkarat  Hai, oplet tua dengan Bapak Supir Tua Cari penumpang di pinggiran ibu kota Sainganmu mikrolet, bajaj, dan bis kota Kini kau tersingkirkan oleh mereka  Bagai kutu jalanan Di tengah-tengah kota metropolitan Cari muatan untuk Nguber setoran, sisanya buat makan  Hai, oplet tua dengan Bapak Supir Tua Cari penumpang di pinggiran ibu kota ...
Ibu;Iwan Fals;Iwan Fals, Dewa 19, & Slank;55pKtqbuyOnVmsv9EsDqSg;['classic indonesian rock'];Ribuan kilo jalan yang kau tempuh Lewati rintang untuk aku, anakmu Ibuku sayang, masih terus berjalan Walau tapak kaki penuh darah, penuh nanah  Seperti udara Kasih yang engkau berikan Tak mampu ku membalas Ibu Ibu  ...
Antara Aku, Kau & Bekas Pacar;Iwan Fals;Iwan Fals, Dewa 19, & Slank;2oG8QeSJoGredGXPL8u7jY;['classic indonesian rock'];Tabir gelap yang dulu hinggap Lambat laun mulai terungkap Labil tawamu tak pasti tangismu Jelas membuat aku sangat ingin mencari  Apa yang tersembunyi Di balik manis senyummu Apa yang tersembunyi Di balik bening dua matamu  Dapat kutemui Mengapa engkau tak pasti Lalu aku coba untuk mengerti ...
Sarjana Muda;Iwan Fals;Iwan Fals, Dewa 19, & Slank;0MIrt7XcZOIYBKNO6lZmi7;['classic indonesian rock'];Berjalan seorang pria muda Dengan jaket lusuh di pundaknya Di sela bibir tampak mengering Terselip s'batang rumput liar  Jelas menatap awan berarak Wajah murung s'makin terlihat Dengan langkah gontai tak terarah K'ringat bercampur debu jalanan  Engkau sarjana muda Resah mencari kerja Mengandalkan ijazahmu ...
Manusia Setengah Dewa;Iwan Fals;Iwan Fals, Dewa 19, & Slank;1ICWWNsb81GaKrLfupRm4E;['classic indonesian rock'];Wahai presiden kami yang baru Kamu harus dengar suara ini Suara yang keluar dari dalam goa Goa yang penuh lumut kebosanan  Walau hidup adalah permainan Walau hidup adalah hiburan Tetapi kami tak mau dipermainkan Dan kami juga bukan hiburan  Turunkan harga secepatnya Berikan kami pekerjaan Pasti kuangkat engkau ...
Sore Tugu Pancoran;Iwan Fals;Iwan Fals, Dewa 19, & Slank;1941rTaco5chwlMaWEZF5c;['classic indonesian rock'];Si Budi kecil kuyup menggigil Menahan dingin tanpa jas hujan Di simpang jalan Tugu Pancoran Tunggu pembeli jajakan koran  Menjelang Magrib, hujan tak reda Si Budi murung menghitung laba Surat kabar sore dijual malam Selepas Isya, melangkah pulang  ...
Jendela Kelas I;Iwan Fals;Iwan Fals, Dewa 19, & Slank;3udzUHisLZHNbEkAeM3iRS;['classic indonesian rock'];Duduk di pojok bangku deretan belakang Di dalam kelas penuh dengan obrolan Selalu mengacau laju khayalan  Dari jendela kelas yang tak ada kacanya Dari sana pula aku mulai mengenal Seraut wajah berisi lamunan  ...
Ujung Aspal Pondok Gede;Iwan Fals;Iwan Fals, Dewa 19, & Slank;44BUoMHDPmThPZK2JGEzeg;['classic indonesian rock'];Di kamar ini, aku dilahirkan Di balai bambu buah tangan bapakku Di rumah ini, aku dibesarkan Dibelai mesra lentik jari Ibu  Nama dusunku Ujung Aspal Pondok Gede Rimbun dan anggun, ramah senyum penghuni dusun  Kambing sembilan, motor tiga bapak punya ...
Kangen;Dewa 19;Iwan Fals, Dewa 19, & Slank;5LqanqJSmZwbwPtIi2RwTb;['classic indonesian rock', 'indonesian rock'];"Kuterima suratmu, telah kubaca dan aku mengerti Betapa merindunya dirimu akan hadirnya diriku Di dalam hari-harimu, bersama lagi  Kau tanyakan padaku, ""Kapan aku akan kembali lagi?"" Katamu kau tak kuasa melawan gejolak di dalam dada Yang membara menahan rasa pertemuan kita nanti Saat bersama dirimu  Semua kata rindumu semakin membuatku tak berdaya Menahan rasa ingin jumpa Percayalah padaku aku pun rindu kamu, ku akan pulang ..."
Kamulah Satu - Satunya;Dewa 19;Iwan Fals, Dewa 19, & Slank;6pCfc6xxUXYBWLMQhIWDmh;['classic indonesian rock', 'indonesian rock'];Laras hati Berkelana iris janji Menyulih bisikan Bisikan memacu hasrat Desir-desir mimpi Isyaratkan legit dunia  Kamulah satu-satunya Yang ternyata mengerti aku Maafkan aku selama ini Yang sedikit melupakanmu  S'gala santun Yang kauendap di jiwaku Tak terisap dulu Kini kecapkan sesalku Anyaman cintamu Terkoyak buram mataku  Kamulah satu-satunya ...
Selimut Hati;Dewa 19;Iwan Fals, Dewa 19, & Slank;3mM7f12I9yOmLeqye0bII2;['classic indonesian rock', 'indonesian rock'];Aku 'kan menjadi malam-malammu 'Kan menjadi mimpi-mimpimu Dan selimuti hatimu yang beku  Aku 'kan menjadi bintang-bintangmu 'Kan s'lalu menyinarimu Dan menghapus rasa rindumu yang pilu  Aku bisa untuk menjadi apa yang kau minta Untuk menjadi apa yang kau impikan Tapi ku tak bisa menjadi dirinya Hu-uh (ha-ya-ya, hu-uh)  ...
Aku Milikmu;Dewa 19;Iwan Fals, Dewa 19, & Slank;5JESuE80fvausWHjcT9QVh;['classic indonesian rock', 'indonesian rock'];Terdengar lirih bisikanmu Di antara bayang-bayangmu Terucap kata cinta Yang dulu tersimpan Dan tak mau pergi  Sekejap cinta yang terjalin Dan menjadi sebuah cerita Yang tak mungkin terlupa Terukir di hati Dan tak mau pergi  Mungkinkah kumiliki Cinta seperti ini lagi Jangan biarkan aku Kehilangan dirimu  Coba dengarkanlah sumpahku (Janji suci) dari hati Aku cinta kamu Jangan dengar kata mereka ...
Cinta 'Kan Membawamu Kembali;Dewa 19;Iwan Fals, Dewa 19, & Slank;6MwIBSBiAMGomp4I80Xkgw;['classic indonesian rock', 'indonesian rock'];Tiba saat mengerti Jerit suara hati Letih meski mencoba Melabuhkan Rasa yang ada  Mohon tinggal sejenak Lupakanlah waktu Temani air mataku Teteskan lara Merajut asa, menjalin mimpi Endapkan sepi-sepi  Cinta 'kan membawamu Kembali di sini ...
Dewi;Dewa 19;Iwan Fals, Dewa 19, & Slank;1ykAcLeTERrRs7QSQ9xUtQ;['classic indonesian rock', 'indonesian rock'];Dewi, aku mohon beri kesempatan 'Tuk bisa menebus dosaku kepadamu Maafkanlah aku yang menyakitimu Aku tidak pernah menyangka bisa begini  Oh, Dewi, dengarkanlah  Dewi, kaulah hidupku Aku cinta padamu sampai mati Oh, Dewi, belahlah dadaku Agar kau tahu, agar kau mengerti Wo-wo-uh, wo-wo-oh  Semua terjadi begitu saja Tak ada yang serius antara dia dan aku ...
Mati Aku Mati;Dewa 19;Iwan Fals, Dewa 19, & Slank;0UXxyGrj8m7x3vmWUWclMg;['classic indonesian rock', 'indonesian rock'];Tak pernah aku rasakan 'Ku tak bisa tidur dengan nyenyak Dan tak pernah aku rasakan Aku tak bisa makan dan minum Tak pernah aku menjadi Cengeng seperti ini  Tak pernah aku menjadi Lelah seperti ini 'Ku tak bisa bayangkan Bila kamu tak jadi pacarku 'Ku tak bisa bayangkan Bila punyamu tak jadi punyaku  Ke mana pun akan kukejar kamu Meski ke ujung dunia ...
Roman Picisan;Dewa 19;Iwan Fals, Dewa 19, & Slank;5mdlNt45cArlwYhK8WSHKX;['classic indonesian rock', 'indonesian rock'];Tatap matamu bagai busur panah Yang kau lepaskan ke jantung hatiku Meski kau simpan cintamu masih Tetap nafasmu wangi hiasi suasana Saat kukecup manis bibirmu  Cintaku tak harus, miliki dirimu Meski perih mengiris Iris segala janji  Aku berdansa diujung gelisah Di iringi syahdu lembut lakumu Kau sebar benih anggun jiwamu Namun kau tiada Menuai buah cintaku Yang ada hanya sekuntum rindu  Cintaku tak harus, ...
Separuh Nafas;Dewa 19;Iwan Fals, Dewa 19, & Slank;7cEiPsmPbdwcYxHAYqtW5v;['classic indonesian rock', 'indonesian rock'];Separuh nafasku Terbang bersama dirimu Saat kau tinggalkanku Salahkanku  Salahkah aku Bila aku bukanlah Seperti aku yang dahulu?  Ada makna tergali dari sini Dari pertikaian yang terjadi  Kau hancurkan diriku Bila kau tinggalkan aku Kau dewiku Kembalilah padaku ...
Angin;Dewa 19;Iwan Fals, Dewa 19, & Slank;4O2w5lBjUmvkSfdmN91JqQ;['classic indonesian rock', 'indonesian rock'];Angin tolonglah aku sedang jatuh cinta Tapi aku tak punya nyali 'tuk katakan Bahwasannya setiap hari Kumerindukan dia  Angin masukkan aku ke dalam mimpinya Ula-la-la Jadikan aku raja dan dia Ratunya Ulla- la -la Buat dia selalu memikirkan diriku  Angin katakan padanya aa-a Bahwa aku cinta dia aa-a Angin sampaikan padanya aa-a Bahwa aku butuh dia aa-a  Angin tancapkanlah busur panah cintaku ...
Sedang Ingin Bercinta;Dewa 19;Iwan Fals, Dewa 19, & Slank;7gYhjTp1emea0mj6ogGI0U;['classic indonesian rock', 'indonesian rock'];Setiap ada kamu Mengapa jantungku Berdetak lebih kencang Seperti genderang mau perang  Setiap ada kamu Mengapa darahku Mengalir lebih cepat Dari ujung kaki ke ujung kepala  Setiap ada kamu Otakku berfikir Bagaimana caranya Untuk berdua bersama kamu  Aku sedang ingin bercinta karena Mungkin ada kamu di sini aku ingin Aku sedang ingin bercinta karena Mungkin ada kamu di sini aku ingin  Setiap ada kamu Mengapa jantung ini Berdetak lebih kencang ...
Laskar Cinta - Chapter One;Dewa 19;Iwan Fals, Dewa 19, & Slank;5kctXBO1yS6oj5xxiRsjto;['classic indonesian rock', 'indonesian rock'];Wahai jiwa-jiwa yang tenang Berhati-hatilah dirimu Kepada hati, hati yang penuh Dengan kebencian yang dalam  Kar'na sesungguhnya iblis Ada dan bersemayam Di hati yang penuh dengan benci Di hati yang penuh dengan prasangka  Laskar cinta, sebarkanlah benih-benih cinta Musnahkanlah virus-virus benci Virus yang bisa rusakkan jiwa Dan busukkan hati  Laskar cinta, ajarkanlah ilmu tentang cinta ...
Laskar Cinta - Chapter Two;Dewa 19;Iwan Fals, Dewa 19, & Slank;0vPekc295CvDXRnTz0B7C5;['classic indonesian rock', 'indonesian rock'];Wahai jiwa-jiwa yang tenang. jangan sekali-kali kamu. Mencoba jadi Tuhan dengan mengadili dan mengahakimi  ...
Emotional Love Song;Dewa 19;Iwan Fals, Dewa 19, & Slank;569GvgdfNJOVm46x56qxeX;['classic indonesian rock', 'indonesian rock'];Belum cukup sembuh hatiku ini Dari luka yang kautikam ke jantungku Sudah kamu lukainya lagi Sudah kamu hancurkan percayaku kepadamu  Aku mungkin takkan pernah tahu Apa salahku kepada dirimu? Mungkin kamu juga masih ragu Dan tak pernah menganggap ini adalah serius  Jangan sakitiku lagi Mungkin aku bisa pergi Pergi untuk selamanya Dan mungkin takkan kembali  ...
Larut;Dewa 19;Iwan Fals, Dewa 19, & Slank;5hLzZ85UH0rFqjl75ivJFj;['classic indonesian rock', 'indonesian rock'];Mungkin aku pernah juga merasakan cinta Tapi tak pernah seindah ini  Mungkin aku juga pernah merasakan rindu Tapi tak pernah sedalam ini  Mungkin kamu takkan pernah percaya ...
Perasaanku Tentang Perasaanku Kepadamu;Dewa 19;Iwan Fals, Dewa 19, & Slank;0WUQMvFaBdANjlaMcb7KDU;['classic indonesian rock', 'indonesian rock'];Hai cinta Dengarkanlah Aku ingin bicara Tentang aku dan kamu Tentang cintaku padamu  Aku memang laki-laki Yang pernah mencintai Seribu wanita dan misterinya Tapi sekarang begitu berbeda Denganmu aku merasakan cinta yang lain ...
Lelaki Pecemburu;Dewa 19;Iwan Fals, Dewa 19, & Slank;7m5obQ2IDwRjOAwabUxds4;['classic indonesian rock', 'indonesian rock'];Detak di setiap detik Jantung di dada ini semakin cepat Saat kamu ucapkan Kata-kata yang mungkin tak masuk akal  Tak harus jenius Untuk hanya mengendus Konspirasi tak mulus Hatiku yang hangus Ingin terus meringkus Akal bulus yang rakus  Aku takkan perduli Siapa yang berani Mendekati kamu Akan kubunuh Aku hanya lelaki Yang sedang cemburu Terbakar asmara Mencintai kamu  I am just a jealous guy A real mad jealous guy ...
Elang;Dewa 19;Iwan Fals, Dewa 19, & Slank;3tGIQoi9m0WfRfUYN49V7d;['classic indonesian rock', 'indonesian rock'];Aku ingin terbang tinggi Seperti elang Melewati siang-malam Menembus awan  Ini tanganku untuk kaugenggam Ini tubuhku untuk kaupeluk Ini bibirku untuk kaucium Tapi tak bisa kaumiliki aku  Tak usah kau terus tangisi Kepergianku Air mata takkan memanggilku Untuk kembali  Aku adalah mimpi-mimpi Sedang melintasi Sang perawan yang bermain ...
Kirana;Dewa 19;Iwan Fals, Dewa 19, & Slank;0TGdH3oXfkEhEZEx3OjQS9;['classic indonesian rock', 'indonesian rock'];Kucoba memahami tempatku berlabuh Terdampar di keruhnya satu sisi dunia Hadir di muka bumi tak tersaji indah Kuingin rasakan cinta  Lusuh lalu tercipta mendekap diriku Hanya usung sahaja kudamba Kirana Ratapan mulai usang, nur yang kumohon Kuingin rasakan cinta Manis seperti mereka  Ayah-bunda tercinta satu yang tersisa Mengapa kautiupkan nafasku ke dunia? Hidup tak kusesali mungkin kutangisi Kuingin rasakan cinta ...
Aku Milikmu;Dewa 19;Iwan Fals, Dewa 19, & Slank;1v8AJIjHvhXrjwMmceoSrj;['classic indonesian rock', 'indonesian rock'];Terdengar lirih bisikanmu Di antara bayang-bayangmu Terucap kata cinta Yang dulu tersimpan Dan tak mau pergi  Sekejap cinta yang terjalin Dan menjadi sebuah cerita Yang tak mungkin terlupa Terukir di hati Dan tak mau pergi  Mungkinkah kumiliki Cinta seperti ini lagi Jangan biarkan aku Kehilangan dirimu  Coba dengarkanlah sumpahku (Janji suci) dari hati Aku cinta kamu Jangan dengar kata mereka ...
Cukup Siti Nurbaya;Dewa 19;Iwan Fals, Dewa 19, & Slank;1RGp0XdYQTyKSx6RSFnwU3;['classic indonesian rock', 'indonesian rock'];Oh, masih ada Belenggu ruang cinta Meresap kini di dinding zaman Mencoba-coba kikis naluri Agitasi murahan yang ada lagi Mohon acuhkan, palingkan muka Uh!  Oh, memang dunia Buramkan satu logika Seolah-olah hidup kita ini Hanya ternilai sebatas rupiah Dengarkan manusia yang terasah falsafah Sesaat katanya itu bukan dogma Uh!  Katakan pada mama Cinta bukan hanya harta dan tahta Pastikan pada semua Hanya cinta yang sejukkan dunia (Bukan itu mama, bukan itu papa) (Bukan itu mama, bukan itu papa) ...
Aku Disini Untukmu;Dewa 19;Iwan Fals, Dewa 19, & Slank;6iXMrY81W2baz7Ubl5Tdzq;['classic indonesian rock', 'indonesian rock'];Melayang kau cari-cari arti Yang pasti takkan kau temui Tak perlu kau nilai-nilai semua Biarlah semua adanya  Em-mm  Kau coba meraba-raba hati Warna gejolak di sini Alirkan semua rahasia Taburkan dalam suasana  Tak usah kau cari makna hadirnya diriku Aku di sini untukmu Mungkin memberi arti cinta pada dirimu Aku di sini untukmu  Tak usah kau tanya-tanya lagi Coba kau hayati peranmu Lupakan sekilas esok hari Semua telah terjadi ...
Satu Hati (Kita Semestinya);Dewa 19;Iwan Fals, Dewa 19, & Slank;7zoaGcgg0yOec9AEgwW8VI;['classic indonesian rock', 'indonesian rock'];Melati, maafkan aku lagi Ternyata tak semudah di angan Mencoba untuk bertahan Di sela pertengkaran yang terjadi  Mengapa satu rasa berlari Mengejar segala perbedaan Yang seharusnya tak ada Di batas bening jiwa  Kita semestinya Satu hati meraih cinta Jangan ada lagi perbedaan  Aku pun masih berharap Kau pun mencoba 'tuk sempurnakan diri Menghadapi cobaan Dan godaan yang datang  ...
Bukan Cinta Manusia Biasa;Dewa 19;Iwan Fals, Dewa 19, & Slank;2LSgvnsNxCIZ428NvEiVSJ;['classic indonesian rock', 'indonesian rock'];Ku tetap mencintaimu masih Meski kau tak cinta aku Ku tetap merindukan Meski kau tak pernah merasa Sedikit pun untuk merindukan aku  Cintaku ini bukan cinta milik manusia biasa Cintaku ini cinta sejati yang paling sejati  ...
Roman Picisan;Dewa 19;Iwan Fals, Dewa 19, & Slank;42BWsJXVNubJHWIlNXLBfD;['classic indonesian rock', 'indonesian rock'];Tatap matamu bagai busur panah Yang kau lepaskan ke jantung hatiku Meski kau simpan cintamu masih Tetap nafasmu wangi hiasi suasana Saat kukecup manis bibirmu  Cintaku tak harus, miliki dirimu Meski perih mengiris Iris segala janji  Aku berdansa diujung gelisah Di iringi syahdu lembut lakumu Kau sebar benih anggun jiwamu Namun kau tiada Menuai buah cintaku Yang ada hanya sekuntum rindu  Cintaku tak harus, ...
